/rn,a,b/nx0/ls1
/r,qa,qb
101 -5 5 0 OUTPUT_AMPLITUDE_3D
101 0 100
1.40033E-010 2.55054E-008 5.84850E-007 6.00591E-006 4.00162E-005 1.91251E-004 7.12999E-004 2.26361E-003 5.91446E-003 1.30255E-002 2.49103E-002 4.02424E-002 5.56251E-002 6.54991E-002 6.16603E-002 4.50874E-002 2.22253E-002 2.98699E-002 3.45920E-002 2.83192E-002 1.87370E-002 1.97382E-002 1.95930E-002 1.64839E-002 1.33036E-002 1.30814E-002 1.25254E-002 1.09776E-002 8.88863E-003 1.06500E-002 9.18418E-003 5.86777E-003 8.77098E-003 7.66540E-003 5.10311E-003 7.72632E-003 7.56998E-003 3.54386E-003 4.43273E-003 2.06486E-003 9.42197E-003 4.76119E-003 2.38166E-003 2.48863E-003 1.70604E-003 5.23675E-004 9.96757E-004 4.31989E-003 2.32429E-003 1.62813E-003 1.19726E-003 4.39486E-003 2.79344E-003 2.27177E-003 5.36769E-003 7.97773E-003 9.34901E-003 1.62490E-003 6.27411E-004 1.10941E-003 2.98195E-003 1.88366E-003 4.35408E-003 4.19958E-003 7.52860E-003 8.17245E-003 4.22733E-003 4.41651E-003 4.37060E-003 2.89263E-003 2.25293E-003 2.04595E-003 1.37579E-003 2.79872E-003 1.81384E-003 4.34679E-003 3.91526E-003 3.83255E-003 4.78930E-003 2.01830E-003 3.97039E-003 2.93076E-003 2.58172E-003 2.90115E-003 1.30776E-003 2.61905E-003 3.08422E-003 1.91801E-003 1.69967E-003 1.61236E-003 4.80372E-003 3.61700E-003 3.93951E-003 3.23258E-003 1.94869E-003 2.61697E-003 3.33760E-003 3.64735E-003 2.59290E-003 3.69908E-003 3.64828E-003 
2.23468E-010 4.07104E-008 8.25369E-007 8.14715E-006 5.39789E-005 2.57035E-004 9.45636E-004 2.93901E-003 7.48324E-003 1.60278E-002 2.97644E-002 4.66034E-002 6.22849E-002 7.06009E-002 6.36097E-002 4.39825E-002 2.02155E-002 2.82069E-002 3.54936E-002 2.81278E-002 1.72362E-002 1.86931E-002 1.95954E-002 1.61300E-002 1.25145E-002 1.26032E-002 1.24451E-002 1.07581E-002 8.30249E-003 1.05622E-002 9.24854E-003 5.43341E-003 9.02789E-003 8.00277E-003 4.78351E-003 8.72972E-003 8.22857E-003 3.25173E-003 4.61017E-003 2.30871E-003 6.51483E-003 3.50396E-003 2.45427E-003 1.82727E-003 1.90166E-003 5.02476E-004 2.69505E-003 6.16772E-003 2.64148E-003 1.62151E-003 1.75248E-003 4.00143E-003 3.08407E-003 1.45389E-003 5.13799E-003 5.20282E-003 6.56973E-003 1.49443E-003 1.03064E-003 3.25866E-003 4.74688E-003 2.16365E-003 5.95822E-003 4.85065E-003 6.93356E-003 7.13427E-003 3.59335E-003 4.11234E-003 4.45872E-003 2.88994E-003 2.77711E-003 2.57831E-003 1.69314E-003 4.07381E-003 2.20445E-003 4.81538E-003 4.07283E-003 3.37509E-003 4.95019E-003 2.05720E-003 3.99704E-003 3.20464E-003 2.57775E-003 3.27419E-003 1.62778E-003 2.91459E-003 3.38719E-003 1.78384E-003 2.02964E-003 2.07663E-003 4.26971E-003 3.18421E-003 3.45570E-003 3.36460E-003 2.15742E-003 3.21572E-003 4.15778E-003 3.79481E-003 2.86764E-003 4.36101E-003 3.67609E-003 
3.56687E-010 5.74525E-008 1.11963E-006 1.09899E-005 7.25459E-005 3.40901E-004 1.22779E-003 3.71856E-003 9.20810E-003 1.91510E-002 3.44692E-002 5.21830E-002 6.71364E-002 7.28330E-002 6.20509E-002 4.00051E-002 1.90900E-002 2.89420E-002 3.52537E-002 2.58748E-002 1.63236E-002 1.86954E-002 1.91747E-002 1.51732E-002 1.20570E-002 1.25224E-002 1.21963E-002 1.00487E-002 8.23403E-003 1.06362E-002 8.56392E-003 5.59256E-003 9.42524E-003 7.50158E-003 5.40474E-003 9.48921E-003 7.55028E-003 3.38190E-003 5.15461E-003 1.59636E-003 4.79454E-003 3.61079E-003 1.80204E-003 2.03679E-003 1.82467E-003 1.35860E-003 3.84786E-003 7.00943E-003 2.63073E-003 2.37348E-003 1.59560E-003 4.41773E-003 1.97375E-003 1.39168E-003 3.35083E-003 3.65613E-003 6.04224E-003 2.45489E-003 3.02730E-003 5.18737E-003 5.45248E-003 2.96079E-003 6.88193E-003 4.46727E-003 6.05277E-003 6.06433E-003 3.34587E-003 4.19525E-003 4.45457E-003 3.56233E-003 3.49971E-003 3.17305E-003 2.46453E-003 4.95110E-003 2.44209E-003 5.00918E-003 3.58670E-003 3.48848E-003 5.04561E-003 2.07101E-003 4.37056E-003 3.19972E-003 2.90921E-003 4.07540E-003 1.81146E-003 3.20089E-003 3.15024E-003 2.13016E-003 2.61407E-003 1.84578E-003 3.75883E-003 2.79316E-003 3.59683E-003 3.72500E-003 2.65103E-003 4.00595E-003 4.32588E-003 4.19691E-003 3.38078E-003 4.39425E-003 3.48793E-003 
5.69447E-010 7.89064E-008 1.52610E-006 1.49362E-005 9.74326E-005 4.48566E-004 1.57544E-003 4.63966E-003 1.11577E-002 2.25011E-002 3.91749E-002 5.72095E-002 7.05827E-002 7.29433E-002 5.82906E-002 3.52666E-002 2.08158E-002 2.96634E-002 3.25420E-002 2.35160E-002 1.66449E-002 1.84825E-002 1.80898E-002 1.43176E-002 1.18294E-002 1.24540E-002 1.17423E-002 9.14185E-003 8.85941E-003 1.00685E-002 7.43779E-003 6.87408E-003 8.72257E-003 6.56246E-003 7.09294E-003 8.82679E-003 5.94187E-003 4.68268E-003 4.46326E-003 2.18280E-003 4.24720E-003 3.11145E-003 9.70132E-004 2.55694E-003 1.02851E-003 3.03176E-003 4.07017E-003 6.61979E-003 2.11901E-003 3.79321E-003 6.96180E-004 4.70888E-003 1.10681E-003 2.71379E-003 1.52406E-003 4.61533E-003 7.12262E-003 2.06423E-003 5.17952E-003 4.50060E-003 6.03939E-003 3.68821E-003 7.16682E-003 5.37810E-003 6.42192E-003 5.50537E-003 4.00885E-003 4.48310E-003 4.03027E-003 4.09036E-003 3.57511E-003 3.37340E-003 2.41693E-003 4.64710E-003 3.59220E-003 5.08596E-003 3.46537E-003 4.67600E-003 4.26870E-003 2.68501E-003 4.36331E-003 2.64749E-003 3.69101E-003 3.77821E-003 2.73309E-003 3.27458E-003 1.97180E-003 2.87589E-003 3.17245E-003 2.98529E-003 3.03813E-003 2.74172E-003 4.16374E-003 3.48010E-003 3.96474E-003 4.13736E-003 3.64098E-003 4.44625E-003 3.43532E-003 5.30168E-003 3.73108E-003 
9.09315E-010 1.10061E-007 2.11763E-006 2.04900E-005 1.31009E-004 5.88102E-004 2.00951E-003 5.74584E-003 1.34005E-002 2.61600E-002 4.39472E-002 6.17114E-002 7.26189E-002 7.09332E-002 5.24271E-002 3.02971E-002 2.46869E-002 3.10004E-002 2.86690E-002 2.07440E-002 1.80791E-002 1.80966E-002 1.66661E-002 1.35375E-002 1.18421E-002 1.24900E-002 1.08675E-002 8.60674E-003 9.67382E-003 9.19500E-003 6.54061E-003 8.54852E-003 7.56086E-003 6.02817E-003 9.16201E-003 7.37973E-003 4.79819E-003 6.22823E-003 3.13839E-003 4.77732E-003 5.97097E-003 2.95973E-003 1.76578E-003 3.48255E-003 4.80632E-004 4.99288E-003 3.75846E-003 5.17855E-003 2.55527E-003 5.50252E-003 8.63940E-004 4.75023E-003 2.59128E-003 3.79608E-003 6.17841E-004 5.87483E-003 8.29036E-003 1.79874E-003 6.50604E-003 4.15324E-003 7.14481E-003 5.09339E-003 7.44738E-003 5.75795E-003 6.04981E-003 4.99358E-003 5.18235E-003 4.66818E-003 3.92426E-003 4.92134E-003 3.64511E-003 4.61842E-003 2.67504E-003 4.51763E-003 4.61619E-003 4.68379E-003 3.41520E-003 5.56002E-003 3.20779E-003 3.91695E-003 4.51999E-003 2.80297E-003 4.47359E-003 3.27996E-003 4.10782E-003 3.45363E-003 1.31170E-003 3.54724E-003 3.42539E-003 3.99963E-003 2.39447E-003 3.06067E-003 4.85395E-003 3.11892E-003 5.31701E-003 4.37769E-003 3.25795E-003 5.04589E-003 3.61009E-003 5.82391E-003 3.83356E-003 
1.45237E-009 1.56957E-007 2.97952E-006 2.82625E-005 1.76253E-004 7.69683E-004 2.55590E-003 7.09001E-003 1.60205E-002 3.02373E-002 4.89167E-002 6.58580E-002 7.35214E-002 6.72418E-002 4.51232E-002 2.63003E-002 2.92735E-002 3.26720E-002 2.51682E-002 1.81366E-002 1.96810E-002 1.80592E-002 1.50439E-002 1.28598E-002 1.20638E-002 1.25159E-002 9.71682E-003 8.72384E-003 1.03479E-002 7.98249E-003 6.66647E-003 9.58458E-003 6.44573E-003 6.52138E-003 1.03399E-002 5.97626E-003 5.07859E-003 6.91426E-003 1.95126E-003 7.08074E-003 7.50938E-003 2.86818E-003 2.78318E-003 3.52616E-003 1.66127E-003 6.28108E-003 2.80463E-003 3.57138E-003 3.54619E-003 6.40577E-003 1.59357E-003 4.75614E-003 4.74223E-003 4.32131E-003 9.88660E-004 7.23521E-003 7.78085E-003 2.10791E-003 7.34523E-003 4.70873E-003 8.44707E-003 5.98234E-003 7.46521E-003 5.57885E-003 5.96471E-003 5.28246E-003 6.50257E-003 4.79290E-003 4.37927E-003 5.81162E-003 3.25049E-003 5.74452E-003 3.01642E-003 4.86914E-003 5.00496E-003 4.55181E-003 4.09212E-003 5.60834E-003 3.12131E-003 5.24508E-003 4.29002E-003 3.49167E-003 4.61090E-003 3.00364E-003 4.83869E-003 3.66015E-003 1.88554E-003 3.30623E-003 3.81933E-003 4.11238E-003 2.75762E-003 3.96985E-003 4.72880E-003 2.79604E-003 5.78710E-003 4.64436E-003 3.08843E-003 5.56223E-003 4.02514E-003 5.50194E-003 4.28008E-003 
2.32029E-009 2.26697E-007 4.21749E-006 3.90356E-005 2.36935E-004 1.00567E-003 3.24417E-003 8.72730E-003 1.90955E-002 3.48193E-002 5.41776E-002 6.97961E-002 7.36207E-002 6.24928E-002 3.73670E-002 2.44621E-002 3.31451E-002 3.36800E-002 2.27595E-002 1.63136E-002 2.04595E-002 1.83056E-002 1.36581E-002 1.21605E-002 1.25553E-002 1.22248E-002 8.61932E-003 9.37290E-003 1.04745E-002 6.66229E-003 7.50965E-003 9.51927E-003 5.55475E-003 7.56636E-003 9.76830E-003 4.79049E-003 5.64480E-003 5.92845E-003 2.91046E-003 8.15056E-003 7.47232E-003 3.44449E-003 3.45508E-003 2.56687E-003 3.60853E-003 6.55072E-003 1.14329E-003 2.28772E-003 3.69784E-003 6.02140E-003 1.44039E-003 5.59225E-003 6.01570E-003 4.62939E-003 3.19199E-003 7.56026E-003 6.79991E-003 3.31228E-003 7.62575E-003 5.75738E-003 9.54780E-003 5.75214E-003 7.68340E-003 5.84658E-003 6.09405E-003 5.94509E-003 7.10801E-003 4.80160E-003 5.24124E-003 5.92220E-003 2.94970E-003 6.38184E-003 3.73797E-003 6.03929E-003 4.68200E-003 4.97137E-003 4.96110E-003 4.87889E-003 3.68374E-003 5.73475E-003 3.91104E-003 4.35652E-003 4.30182E-003 3.33312E-003 4.78221E-003 3.86791E-003 3.09780E-003 2.94967E-003 4.06413E-003 3.77925E-003 3.46120E-003 5.04318E-003 4.34730E-003 2.62457E-003 5.49423E-003 5.21557E-003 3.75913E-003 5.66838E-003 3.97884E-003 5.19403E-003 4.54035E-003 
3.70782E-009 3.28536E-007 5.97491E-006 5.38588E-005 3.17929E-004 1.31112E-003 4.10740E-003 1.07113E-002 2.26830E-002 3.99331E-002 5.97125E-002 7.35165E-002 7.30828E-002 5.72093E-002 3.02173E-002 2.48768E-002 3.53322E-002 3.31642E-002 2.12516E-002 1.55897E-002 1.99985E-002 1.82199E-002 1.29324E-002 1.14685E-002 1.30968E-002 1.15266E-002 7.89752E-003 1.02101E-002 9.72644E-003 5.91908E-003 8.37747E-003 8.37097E-003 5.75849E-003 8.58040E-003 7.79432E-003 4.42843E-003 6.00263E-003 3.77365E-003 5.91633E-003 8.30505E-003 6.10450E-003 5.60451E-003 3.99735E-003 2.38688E-003 5.69651E-003 6.29562E-003 1.18373E-003 1.64058E-003 3.12450E-003 5.15259E-003 1.52272E-003 6.81645E-003 6.38427E-003 5.64271E-003 6.01514E-003 7.11247E-003 6.01873E-003 5.37398E-003 7.75940E-003 6.69723E-003 1.01822E-002 5.11444E-003 8.55498E-003 6.76490E-003 6.08145E-003 6.36484E-003 6.79373E-003 5.10447E-003 6.19722E-003 5.62083E-003 3.87197E-003 6.40887E-003 4.62404E-003 7.47780E-003 3.70848E-003 5.91998E-003 5.24898E-003 4.49857E-003 4.35365E-003 5.61317E-003 4.14371E-003 5.15204E-003 4.21609E-003 3.75179E-003 4.70000E-003 3.95276E-003 3.82956E-003 3.61233E-003 4.10378E-003 3.42622E-003 4.32748E-003 5.64973E-003 4.40627E-003 2.91060E-003 5.34002E-003 5.48884E-003 4.86080E-003 5.43043E-003 3.49756E-003 5.75399E-003 4.56683E-003 
5.92666E-009 4.75648E-007 8.45503E-006 7.41702E-005 4.25611E-004 1.70459E-003 5.18315E-003 1.30942E-002 2.68177E-002 4.55402E-002 6.53747E-002 7.68132E-002 7.18128E-002 5.16418E-002 2.46680E-002 2.65450E-002 3.54914E-002 3.09106E-002 2.02973E-002 1.60599E-002 1.86209E-002 1.73466E-002 1.27963E-002 1.10937E-002 1.31929E-002 1.05115E-002 7.92480E-003 1.08406E-002 8.24864E-003 6.51273E-003 8.94671E-003 6.53785E-003 7.29371E-003 9.13170E-003 5.38513E-003 5.34268E-003 6.00102E-003 2.82722E-003 8.74904E-003 8.14319E-003 4.93827E-003 7.68911E-003 4.24278E-003 3.84612E-003 6.95311E-003 5.55245E-003 2.99200E-003 1.52234E-003 2.47626E-003 4.52385E-003 2.52838E-003 7.29713E-003 6.24597E-003 7.13608E-003 8.50713E-003 6.63470E-003 5.68876E-003 7.65078E-003 7.70938E-003 7.45301E-003 1.01319E-002 5.23379E-003 9.55973E-003 7.49942E-003 6.51853E-003 6.46713E-003 6.02366E-003 5.92141E-003 7.13321E-003 5.62781E-003 5.26794E-003 5.74437E-003 5.51342E-003 8.67840E-003 2.85300E-003 6.72732E-003 5.18044E-003 5.40761E-003 4.77046E-003 5.06260E-003 4.48144E-003 5.63497E-003 4.90665E-003 3.73316E-003 5.01196E-003 3.88704E-003 3.72796E-003 4.83231E-003 3.92211E-003 3.57769E-003 4.68708E-003 5.55552E-003 4.99473E-003 3.57212E-003 5.34945E-003 5.33183E-003 5.72232E-003 5.28223E-003 3.39792E-003 6.66829E-003 4.37128E-003 
9.47591E-009 6.87327E-007 1.19480E-005 1.01942E-004 5.68344E-004 2.20914E-003 6.51482E-003 1.59284E-002 3.15150E-002 5.15489E-002 7.09213E-002 7.93420E-002 6.95274E-002 4.58152E-002 2.16404E-002 2.85175E-002 3.38836E-002 2.73598E-002 1.98182E-002 1.74287E-002 1.71433E-002 1.56725E-002 1.28293E-002 1.14292E-002 1.24833E-002 9.36286E-003 8.81021E-003 1.08243E-002 6.64054E-003 8.01453E-003 8.96699E-003 4.93962E-003 8.93342E-003 8.85132E-003 3.65223E-003 6.24762E-003 5.00112E-003 4.23085E-003 9.99451E-003 7.45908E-003 5.21299E-003 8.06689E-003 3.89329E-003 5.42910E-003 6.75190E-003 3.88833E-003 4.02410E-003 2.29754E-003 2.48238E-003 4.39776E-003 4.01813E-003 6.95174E-003 5.38804E-003 8.46178E-003 1.00078E-002 6.39784E-003 6.28886E-003 8.98502E-003 7.95088E-003 7.66994E-003 1.00542E-002 6.15138E-003 1.01219E-002 7.25744E-003 7.78724E-003 6.10273E-003 5.83969E-003 7.02605E-003 7.67534E-003 6.13123E-003 5.81996E-003 5.49762E-003 6.41667E-003 8.80582E-003 3.30408E-003 7.14573E-003 4.90365E-003 6.69748E-003 4.54270E-003 5.04737E-003 4.60205E-003 6.08204E-003 5.79753E-003 3.53379E-003 5.77150E-003 3.73900E-003 3.57947E-003 5.87605E-003 3.76225E-003 4.49682E-003 4.89234E-003 4.81695E-003 5.75352E-003 4.30238E-003 5.66633E-003 5.09405E-003 6.01930E-003 5.43154E-003 3.88924E-003 6.86458E-003 4.19121E-003 
