/rn,a,b/nx0/ls1
/r,qa,qb
41 -2 2 0 OUTPUT_AMPLITUDE_3D
11 0 10
2.44052E-001 2.42448E-001 2.17806E-001 1.63198E-001 1.04892E-001 6.98802E-002 6.18776E-002 8.95509E-002 1.55705E-002 2.80822E-002 5.96839E-002 
2.66396E-001 2.57705E-001 2.23609E-001 1.69621E-001 1.12637E-001 7.79613E-002 6.06879E-002 5.67642E-002 1.63420E-002 4.22039E-002 7.34833E-002 
2.91108E-001 2.70553E-001 2.37891E-001 1.74689E-001 1.21064E-001 8.89381E-002 5.52938E-002 3.42789E-002 3.06449E-002 5.43077E-002 9.14899E-002 
3.18500E-001 2.91569E-001 2.49042E-001 1.93346E-001 1.39270E-001 9.52158E-002 5.11747E-002 1.12225E-002 4.79770E-002 7.58010E-002 1.15942E-001 
3.48943E-001 3.21966E-001 2.57700E-001 2.13132E-001 1.58805E-001 1.02311E-001 5.59672E-002 2.39804E-002 7.20312E-002 9.72284E-002 1.43987E-001 
3.82877E-001 3.51298E-001 2.81243E-001 2.35886E-001 1.77746E-001 1.16259E-001 5.95723E-002 5.25143E-002 1.03601E-001 1.33795E-001 1.79423E-001 
4.20830E-001 3.73079E-001 3.14677E-001 2.69387E-001 2.09815E-001 1.44137E-001 8.31430E-002 8.94001E-002 1.38604E-001 1.79675E-001 2.22718E-001 
4.63446E-001 4.07714E-001 3.51898E-001 3.08264E-001 2.54047E-001 1.81300E-001 1.31986E-001 1.41972E-001 1.85891E-001 2.34988E-001 2.85958E-001 
5.11516E-001 4.71334E-001 4.16662E-001 3.70095E-001 3.16853E-001 2.38036E-001 1.98456E-001 2.13488E-001 2.53852E-001 3.08284E-001 3.59790E-001 
5.66033E-001 5.39142E-001 5.01302E-001 4.56113E-001 3.95440E-001 3.23676E-001 2.85520E-001 3.00799E-001 3.42721E-001 4.08572E-001 4.51236E-001 
6.28261E-001 5.83233E-001 5.61412E-001 5.19298E-001 4.56645E-001 4.01791E-001 3.74613E-001 3.84087E-001 4.20633E-001 4.88979E-001 5.25589E-001 
6.92873E-001 6.36919E-001 6.26775E-001 5.86090E-001 5.33159E-001 4.88372E-001 4.78371E-001 4.86021E-001 5.13687E-001 5.69756E-001 6.06240E-001 
7.53006E-001 7.22370E-001 7.25206E-001 6.90297E-001 6.52469E-001 6.17600E-001 6.15507E-001 6.22622E-001 6.46895E-001 6.88993E-001 7.24811E-001 
8.07929E-001 8.06000E-001 8.09932E-001 7.88193E-001 7.63359E-001 7.48213E-001 7.49999E-001 7.53150E-001 7.72444E-001 8.01415E-001 8.29165E-001 
8.56974E-001 8.61849E-001 8.73376E-001 8.73587E-001 8.64360E-001 8.68409E-001 8.81582E-001 8.81984E-001 8.89327E-001 9.01697E-001 9.16570E-001 
8.99539E-001 9.00499E-001 9.34959E-001 9.49713E-001 9.64740E-001 9.76357E-001 9.98017E-001 1.00020E+000 9.98631E-001 9.94103E-001 9.94092E-001 
9.35104E-001 9.37648E-001 9.81852E-001 1.00474E+000 1.04574E+000 1.06990E+000 1.09488E+000 1.09743E+000 1.09001E+000 1.07239E+000 1.05768E+000 
9.63232E-001 9.66695E-001 1.00339E+000 1.05400E+000 1.11086E+000 1.15034E+000 1.18543E+000 1.18759E+000 1.16811E+000 1.13299E+000 1.10080E+000 
9.83574E-001 9.78866E-001 1.01702E+000 1.09978E+000 1.16355E+000 1.20329E+000 1.24470E+000 1.25023E+000 1.22293E+000 1.17775E+000 1.12994E+000 
9.95881E-001 9.78466E-001 1.03214E+000 1.11982E+000 1.19634E+000 1.23812E+000 1.28196E+000 1.28684E+000 1.25660E+000 1.20680E+000 1.14692E+000 
1.00000E+000 9.76523E-001 1.03957E+000 1.12126E+000 1.20748E+000 1.25479E+000 1.30101E+000 1.30296E+000 1.26990E+000 1.21529E+000 1.14847E+000 
9.95881E-001 9.78466E-001 1.03214E+000 1.11982E+000 1.19634E+000 1.23812E+000 1.28196E+000 1.28684E+000 1.25660E+000 1.20680E+000 1.14692E+000 
9.83574E-001 9.78866E-001 1.01702E+000 1.09978E+000 1.16355E+000 1.20329E+000 1.24470E+000 1.25023E+000 1.22293E+000 1.17775E+000 1.12994E+000 
9.63232E-001 9.66695E-001 1.00339E+000 1.05400E+000 1.11086E+000 1.15034E+000 1.18543E+000 1.18759E+000 1.16811E+000 1.13299E+000 1.10080E+000 
